"Player","Team","GamesPlayed","Minutes","Points","ThreesMade","Season"
"Danté Exum","UTA","82","22.2","4.8","1","2014-15"
"Matthew Dellavedova","CLE","67","20.6","4.8","1","2014-15"
"Bismack Biyombo","CHA","64","19.4","4.8","0","2014-15"
"Damjan Rudez","IND","68","15.4","4.8","1","2014-15"
"Robert Sacre","LAL","67","16.9","4.6","0","2014-15"
"Jon Leuer","MEM","63","13.1","4.5","0.1","2014-15"
"Andre Miller","SAC","81","15.5","4.4","0.1","2014-15"
"Nik Stauskas","SAC","73","15.4","4.4","0.7","2014-15"
"Ian Mahinmi","IND","61","18.8","4.3","0","2014-15"
"Steve Blake","POR","81","18.9","4.3","1","2014-15"
"Justin Holiday","GSW","59","11.1","4.3","0.6","2014-15"
"Udonis Haslem","MIA","62","16","4.2","0","2014-15"
"Nick Calathes","MEM","58","14.4","4.2","0.2","2014-15"
"Nick Collison","OKC","66","16.7","4.1","0.2","2014-15"
"Pablo Prigioni","HOU","67","17.9","4.1","0.9","2014-15"
"Luke Babbitt","NOP","63","13.2","4.1","0.9","2014-15"
"Miles Plumlee","MIL","73","16.4","4","0","2014-15"
"Glen Davis","LAC","74","12.2","4","0","2014-15"
"Hedo Turkoglu","LAC","62","11.4","3.7","1","2014-15"
"Matt Bonner","SAS","72","13","3.7","0.6","2014-15"
"Dewayne Dedmon","ORL","59","14.3","3.7","0","2014-15"
"Tyler Hansbrough","TOR","74","14.3","3.6","0","2014-15"
"Kendrick Perkins","CLE","68","16.9","3.6","0","2014-15"
"Andre Roberson","OKC","67","19.2","3.4","0.3","2014-15"
"Jason Maxiell","CHA","61","14.4","3.3","0","2014-15"
"Joey Dorsey","HOU","69","12.4","2.7","0","2014-15"
